Point,Corner,mc_iteration,Pass/Fail,Vo
358,GLOBAL_LOCAL,358,,770.1e-3
359,GLOBAL_LOCAL,359,,781.3e-3
360,GLOBAL_LOCAL,360,,766.3e-3
361,GLOBAL_LOCAL,361,,781.3e-3
362,GLOBAL_LOCAL,362,,754.3e-3
363,GLOBAL_LOCAL,363,,774.3e-3
364,GLOBAL_LOCAL,364,,747.3e-3
365,GLOBAL_LOCAL,365,,761.6e-3
366,GLOBAL_LOCAL,366,,756.5e-3
367,GLOBAL_LOCAL,367,,761.9e-3
368,GLOBAL_LOCAL,368,,784.8e-3
369,GLOBAL_LOCAL,369,,750.3e-3
370,GLOBAL_LOCAL,370,,776e-3
371,GLOBAL_LOCAL,371,,794.2e-3
372,GLOBAL_LOCAL,372,,775.6e-3
373,GLOBAL_LOCAL,373,,744.7e-3
374,GLOBAL_LOCAL,374,,783.9e-3
375,GLOBAL_LOCAL,375,,761.6e-3
376,GLOBAL_LOCAL,376,,760e-3
377,GLOBAL_LOCAL,377,,773.4e-3
378,GLOBAL_LOCAL,378,,766.1e-3
379,GLOBAL_LOCAL,379,,767e-3
380,GLOBAL_LOCAL,380,,751.9e-3
381,GLOBAL_LOCAL,381,,793e-3
382,GLOBAL_LOCAL,382,,771.3e-3
383,GLOBAL_LOCAL,383,,751.7e-3
384,GLOBAL_LOCAL,384,,770.4e-3
385,GLOBAL_LOCAL,385,,773.2e-3
386,GLOBAL_LOCAL,386,,741.2e-3
387,GLOBAL_LOCAL,387,,777.8e-3
388,GLOBAL_LOCAL,388,,764.9e-3
389,GLOBAL_LOCAL,389,,762.7e-3
390,GLOBAL_LOCAL,390,,774.6e-3
391,GLOBAL_LOCAL,391,,781.2e-3
392,GLOBAL_LOCAL,392,,782.2e-3
393,GLOBAL_LOCAL,393,,758.8e-3
394,GLOBAL_LOCAL,394,,782.6e-3
395,GLOBAL_LOCAL,395,,743.7e-3
396,GLOBAL_LOCAL,396,,768.9e-3
397,GLOBAL_LOCAL,397,,750.3e-3
398,GLOBAL_LOCAL,398,,763.9e-3
399,GLOBAL_LOCAL,399,,747e-3
400,GLOBAL_LOCAL,400,,740.1e-3
401,GLOBAL_LOCAL,401,,778e-3
402,GLOBAL_LOCAL,402,,727.2e-3
403,GLOBAL_LOCAL,403,,781.6e-3
404,GLOBAL_LOCAL,404,,758.2e-3
405,GLOBAL_LOCAL,405,,780.3e-3
406,GLOBAL_LOCAL,406,,758.8e-3
407,GLOBAL_LOCAL,407,,792.7e-3
408,GLOBAL_LOCAL,408,,769.7e-3
409,GLOBAL_LOCAL,409,,776.7e-3
410,GLOBAL_LOCAL,410,,717.9e-3
411,GLOBAL_LOCAL,411,,772.2e-3
412,GLOBAL_LOCAL,412,,797.7e-3
413,GLOBAL_LOCAL,413,,746e-3
414,GLOBAL_LOCAL,414,,758.5e-3
415,GLOBAL_LOCAL,415,,787.4e-3
416,GLOBAL_LOCAL,416,,752.5e-3
417,GLOBAL_LOCAL,417,,760e-3
418,GLOBAL_LOCAL,418,,786.2e-3
419,GLOBAL_LOCAL,419,,773.4e-3
420,GLOBAL_LOCAL,420,,763e-3
421,GLOBAL_LOCAL,421,,765.2e-3
422,GLOBAL_LOCAL,422,,775.3e-3
423,GLOBAL_LOCAL,423,,767.2e-3
424,GLOBAL_LOCAL,424,,756.9e-3
425,GLOBAL_LOCAL,425,,792.7e-3
426,GLOBAL_LOCAL,426,,800.3e-3
427,GLOBAL_LOCAL,427,,753.9e-3
428,GLOBAL_LOCAL,428,,782.7e-3
429,GLOBAL_LOCAL,429,,758.7e-3
430,GLOBAL_LOCAL,430,,784.4e-3
431,GLOBAL_LOCAL,431,,755.6e-3
432,GLOBAL_LOCAL,432,,749.8e-3
433,GLOBAL_LOCAL,433,,781.3e-3
434,GLOBAL_LOCAL,434,,751.8e-3
